Tweet,Hasil
"Dokter spesialis apa ka kalau boleh tau? Saya dari 2021 zaman covid selalu sakit ulu ati, tapi sama dokter umum gak pernah disaranin ke dokter spesialis, padahal pengen biar bisa sembuh total",0
Stop Narkoba dan bersama lawan covid 19,1
"Kami adalah anak farmasi angkatan 10 th2021, bisa dibilang lulusan covid. tp meskipun kami lulusan covid nilai kita bagus² loh, alhamdulilahnya kami lulus UKOM bareng, dan lulus SMKpun juga bareng banyak yang sudah kami lewati bersama² semoga kalian sukses terus :)",1
Gak buat apa2 soalnya gua lulusan era covid,0
"era jeki, 2019-2020 masa covid😔💗💗💗💗",0
"Loenya yg pamer kegoblokan🤣🤣🤣. Trackin covid di DKI itu yg tertinggi, dng apa itu ? Ya dng masifnya pcr dan pcr itu produk laboratorium, dimn labnya ya di puskesmas2, RS dan labkesda2 yg ada.
🤣🤣🤣",-1
"Insentif covid nakes tasik blm cair. HAHAHAHAHAHA
sama tempatku juga",-1
"pas bongkarin box pasca pindah rumah yang rauwis-uwis sampe sekarang. eh nemu kotak kecil yang isinya obat dan vitamin waktu kebagian isoman di rumah 🤣
terimakasih menemaniku bertahan hidup saat covid tahun 2021.
pas banget tahun ini expired. mari kita musnahkan. bye 👋🏻",1
"covid, intinya pas itu banyak yg jadi kpop trus pada main twt semua, seneng dah pokonya, apalagi pas dreamies era hs itu beuhhh",0
"Ya gimana lah, pas jum kena covid, gun difoto matanya merah, trs kirim pap di twit jub jub gitu 😭😭",0
Pernah kena covid? — Pernah dong,0
Tyt covid aj sdh 3 tahun lalu mulai nya...,0
"Ngebangun laboratorium covid kapasitas ribuan orang.
Keren kan👍👍👍👍👍.
Tuh gue dah kasih tau, apa tanggapan luh drun 😀😀😀",-1
"Bawa doang gpp, asal ga diminum / makan di kereta aja
Dulu gw malah pernah di KRL denger announcement masinis pas kereta masih jalan n moment mau buka puasa bulan ramadhan, dipersilahkan minum sejenak untuk batalin, jaman sebelum covid",1
teringat carbonara kat peperoncino greentown 😭😭 pastu grilled chicken situ pun sedap nak mati. lepas covid know2 tutup,0
awalnya mau ke unand tapi gajadi karena covid ajg,-1
"Duluu pas awal2 covid itu aku juga punya pikiran si semacam kalo kita nolong temen dia bakal nolong juga..
Pernah temen gw sakit gw beliin dia obat, bungkusin makan, anterin ke rs unisma..
Eh giliran gw demam, gw nitip sanmol sama dia disuruh beli di halodoc aja wkwk tempik emg",-1
Mau banget apalagi pas kelas 12 online gara gara covid,0
"Terakhir menginjakan di sini 2019 sebelum pandemi covid dan setelah itu kewajiban bekerja ,kurang lebih hampir 4 taun ,kembali lagi dengan duka yang masih dalam dan keadilan yang belum menemukan titik terang🙌🏻",0
"Ini akun2 covid knp hobi bawa2 itu di argumen online ya? Gw kemarin debat online jg yg dipake kata2 kasar, tp gada substansi di argumennya 🙄",0
"Pemilu yang benar benar dipengaruhi dampak by moment, peristiwa gempa, dan covid mempersulit petahana, asli jadi too good to be true untuk bisa semulus itu mempertahankan kekuasaan, kok engga niru cara Russia atau China dari ""amankan"" Konstitusinya.",0
"Nggk ada, angkatan covid soalnya.",0
"Mohon maaf pak. Pak sby jelas lbh baik. Karena minim tantangan. Jangan lupa kita dihajar covid hampir 3 tahun? Jadi mau di adu2 spt apa, kita juga tau mana yg lbh tangguh.",0
"seru ya bacain rep, soalnya aku sma pas jaman covid. lulusnya taun ini malah gada seru seruan kaya kakel tahun lalu juga:)",0
"Gampang banget sakit / kondisi badan ga fit setahun kebelakang, dibanding tahun tahun sebelumnya
Especially abis kena covid.
Gatau penyenbab utamanya apa, apa karena covid, metablisme menurun (krn intensitas olahraga berkurang), karena umur atau emang gabungan ketiganya.",0
"Man down,cuaca kot. Bukan covid yg penting,cukuplah 3x kena covid. Kalau kali ke 4 mungkin aku di alam lain dah😂",0
"Murah Mahal sih kayak depends ya. Tapi dr jaman sebelum covid aja, kayaknya doll yg mukanya oke aja harganya 400an keatas... Kalo ngitung mahal murah dr harga rata2 pasaran ya.. itu murah. Udh ems sama cukai kan.",0
"Ya Tuhan.. Mau lulus kuliah, udh mau 2 tahun pending skripsi bener2 cape sm sifat ansos yg muncul karna covid itu rasanya bikin hilang kepercayaan.
Mauuu banget cepet lulus krn banyak hal yg harus di capai setelah lulus, gk mau nunda lgi :''( itu rasanya sakit bgt semakin lama.",1
"Krn covid memberi dampak yg parah utk DKI. Berbeda dgn daerah lain yg mndapat dukungan dr alam (sektor pertanian) DKI mngandalkan sektor industri, prdagangan dan jasa yg sgt terimbas pmbatasan krn covid. Sektor prtanian msh tumbuh 1% shg mampu mnopang kmiskinan. Sektor lain minus",0
eh iyaa baru inget. jadiii pas covid itu gua suka ajarin baca dan bantu tugas sodara2 yg masih sd. naah beberapa kali suka kepikiran mau sediain buku2 gratis dan ajarin baca tiap weekend,0
[ thanks Jumpa Kelas udah kasih kesempatan buat rasain euphoria kelulusan (angkatan covid). 😂],0
ngga gegara covid jadi dodol:( ga masuk bgt belajar onlen tuh😭😭😭,0
"Dunia 3 tahun dihantam pandemi COVID-19, kini WHO mewanti-wanti kemunculan 'Disease X'. Ahli menduga, penyakit tersebut bakal bersumber dari virus Zombie.",0
Stay positive! yg penting bukan covid wkwkwk,1
Ya gak juga wkwwk sebelom covid yamaha jauh lebi susah beli cash dibanding honda. Bahkan di segmen yg kaga viral kaya mio :(,0
"Thn 2020 ngerasain kyk gini, baru lulus jobless, anak pertama, temen"" pada lolos cpns, eh malah ada covid. Berasa gagal sama diri sendiri sampai gk mau ketemu sama orang krna males ditanya"". Yg gw lakuin hanya bertahan walaupun butuh 2th sampai masalah itu selesai dgn sndirinya",1
"Punyaa, naksir dr awal mos, trs pas pertengahan kls 11 mulai covid trs daring jadi gprnh ketemu lagi, habis itu gua have no feelings lagi ke dia, trs pas mulai masuk perkuliahan gua liat sgnya dia ternyata dia sdh punya pacar gaisss. tp gua biasa ajaa krn emg udh ga ngecrushin lg",0
"Hotel berbintang yang dirazia di Pekan Baru itu bisa ditinggal orang/pelanggan, kalau.itu terjadi yg rugi pemda/pemkot juga. Pdhl dunia wisata baru bangkit pasca covid.",0
"Berdampak sama ekonomi nasional? Akibat tsunami bnyk yg pengangguran?
Pandemi covid itu kejadian luar biasa. Membuat satu dunia silent. Kendaraan aja gk ada yg jalan. Apalagi ekonomi",0
Taynew 2020 mentang² covid lg ganas²nya jd ikut²an social distancing 😂,0
bikin gdm mantan anak rp zaman covid za.,0
weh asal rasa makin teruk demam ni. jangan la covid...,0
Ada yg tahu perbedaan covid 19 dan dewa 19 ?,0
Jamu anti covid,0
siapa yang mantan anak rp zaman covid?,0
Sampai sekarang masih bingung fungsi sertifikat covid 19 apa fungsinya?,0
"masa2 covid, semua serba online. 2020 aku lulus SMA dan Alhamdulillah keterima di kampus impian aku. tapi September qadarullah aku sakit, tb paru. cukup bikin sedih, salah satunya alat makan dll dipisah dr org rumah, takut tertular.",1
"kena phk covid,eh malah jd konten creator😂",0
Dulu pas covid itu ya Mas Yusuf?,0
"Kurang tau deh bang. Kayanya itu parkir tarif perjam deh. Dulu sebelum covid emg banyak parkir liar, tapi katanya udah diambil alih dishub, baca reply an warga yg lain. Biasanya gue balik kerja dari scbd dulu sering main sekitaran semanggi situ makanya agak tau dikit hehehe",0
"Terlalu banyak hal hal yg harusnya bisa dijadikan kenangan selama di sudel, tapi ga sempat dibuat jd kenyataan karna covid. zuzur sgt iri lihat momen2 adek2 angkatan yg bahkan ngerasain retreat outbond, advent yysn del (offline), koor seangkatan di sitol, dsb😥😥",0
"Kurang ah, gar gra covid jdi bnyk online 😓",0
Pernah anjg itu gue beli kebaya buat kelulusan SMA tapi gak kepake jancokkkkk gara-gara covid,-1
Duh jadi mau spill sumber dana pembanguna villa yang pernah di grebek pas covid itu..,0
Mau sih tapi temen sebangku gue harus di ganti terus jangan ada covid,0
"1 dan 3, klo 2 ketutup covid",0
b aja karena covid,0
"banyak yg ga kelulusan karna angkatan covid, sama kok😭 *menangis di pojokan",0
"Suasana bahagia yang dirasakan warga binaan pemasyarakan lapas kelas IIa curup maupun keluarga yang mengujungin. sudah hampir 2 tahun kunjungan tatap muka di tiadakan, di akibatkan pandemi covid-19,",1
Iya (tribun covid),0
Pas covid keknya dulu pernah test dapet link dr IG 🤣 uda lupa hasilnya kemana.. iya yah aku juga rasa keknya ada yg rubah 😆😆🙈,0
"Gak, covid",0
kelas 2 dan 3 sayangnya kena masa covid :(((,0
"halahhh nggambleh... noh... lab covid mana, pabrik minyak goreng mana...",0
"dek Mus, waktu Covid, adek ke mana? Kamu tau gak kalau dunia dilada covid? Ekonomi Bertumbuh saja syukur, lu hidup aja syukur!",0
"Okay kayanya pecah telor covid beneran emang. Gak usah test karena ini pasti ketularan syd yang covid tapi tetep gue temenin dari kemaren. Alhamdulillah cuma batuk pilek aja sih, tapi kenapa bawaannya gerah banget gitu ya? Padahal gak demam.",0
Kelas 2 menuju 3. Masa ambis ambisnya pas COVID dan setelah covid,0
"wajar lah protes cuy pendapatan konser bp tuh besar bgt loh mereka aja konsernya skala stadium mana konser mereka setelah covid+hiatus mana emcore lagi, untuk screen okelah kalo gamau kayak Taylor Swift entar duit waiji abis tapi bisa kali dilebarin☝",0
ga ada anjai gara gara covid,0
"Bener, emang lg padet2nya jg pasca covid jd semya full",0
"Alhamdulillah im still virgin covid, but my friend penah kena, nak pegang phone mmg tak larat babe dia kata",0
mau review konser ikon.. bener kata org” kalo konser itu mmg seseru itu!!🥹 sangking serunya skrg ak kena covid😂 abis seru” karantina deh😒,0
Diantaranta dari hasil jualan vaksin covid yg lu nikmati 😅,-1
"kalo praktek mingguannya sih tari ya, soalnya ada mata pelajaran seni tari. tp kalo praktek besarnya ya pagelaran tari tiap setahun sekali. cuma pas gue kls 12 kemarin gak ada soalnya covid",1
era covid jjur😮‍💨😮‍💨😮‍💨,0
"Ke Jogja, inget bangett waktu itu kasus covid di indo baru ada 19 orng",0
"crush lain selain anak HI kali ya, udah punya interaksi lebih tp kepotong sama libur covid akhirnya ya ga jadi :)",0
"Lek rabi pas covid, buku nikah e format pdf pisan opo gak bien?",0
"hampir tapi karena covid gajadi, terus jadinya dibuat kelompok untuk ngebuat musical video/mv gitu, gw make lagu gryffin tapi lupa anjir judulnya yg mana wkwkwk, tapi dari situ gw juga jdi terjun ke dunia editing sampe sekarang dan ngehasilin duit kecil2an deh dari situ",0
"Harus SMA banget nih? Ga pernah gara2 covid wkwkwk
Kalau kuliah, pernah kunjungan industri ke BRIsat",0
"pengen karena belom puas, soalnya angkatan covid :)",0
redemption pas kelas 11 grgr wkt itu covid,0
"Dlu pas jaman2 vaksin covid, ada yg namanya NINJA HATORI 😑",0
"gaada anjir kls 10 masih adaptasi, kelas 11 covid, tbtb masuk kelas 12",0
Lab BL3 covid dimana ??,0
bolos Pramuka sekali pas h-1 covid dateng ke indo wkakowkwkw,0
Kadrun satu aja mau ceramah disana dideportasi😁😁😁😁...takut mereka virus kadrun lebih bahaya dari covid.,-1
"gada sih smp ospek cuma diajarin baris berbaris doang, sma covid anjay😭😭😭😭",0
"pengen, soalnya belom puas nikmatin masa putih abu² gegara covid",0
gk studi tur krna covid 🧍🏻‍♀️😮‍💨,0
Ya.. lebih ke coba aja waktu itu gaada covid mungkin bisa lebih lama sm temen2 smpe lulus,0
"guess whose throat luka pastu bengkak. so, kena kurangkan bercakap for the whole 3 month 🥲 my mom suru buat another covid test utk kali ketiga 🥲 nampaknya next concert jgn jerit lebih2 😭",0
Era jamannya pada ngeshare tutorial masak😭 awal covid deh?,0
"sumpah karna kelas 11 covid jadi kunjungan industri di barengin sm study tour, jadi kita ke semarang dlu baru ke jogja yeaaayyy",0
"ndelok grafika wisuda maleh iri, soale angkatanku pas lulus tas2e covid alias mek dikei pdf ane ijazah tok, gaasiikk blaasss",0
"Aku baru ngikutin terus pas jaman covid. Sekarang ga pernah absen nonton tiap minggunya. Sayang banget sama mereka, bakalan sedih banget klo ga ada lagi.",0
"Gue masih suka batuk2 gegara pernah covid anjeng ngeselin bgt
Kek ini tenggorokan tuh kek tinggal gatel aja bisa kek ditengah ngomong tiba2 batuk dan itu NGESELIN",-1
"sekali""nya ke lab kimia itu sih, kalo gak salah materi titrasi asam basa, soalnya covid kan trus materi kls 12 jg udah bres, jd kt diajak ke lab, waktu tu di janjiin sm ibunya mau bkin parfum gitu dari tanaman skolah klo ada waktu tp gak sempet",0
"Kata mamah, anak anak sekarang apalagi generasi covid banyak yg sudah kecuci otaknya sama gadget. Wajar sih, lama ga boleh keluar, salah satu hiburan ya gadget.",0
"Zaman covid, tapi ngga mau ngulang. Ada trauma gede",-1
"Bruno jaman covid kek main sama kayu, gendong banget",0
"Samaan pas lcd hp istri aing rusak, baru ngetik huruf L di sopi yg muncul lsg LCD hp. Kayaknya vaksin covid beneran ada chip nya ini wkwk",0
"ada sukanya ada engganya, cmn ya singkat bgt krn covid itu",0
"Aku tertawa saja.. mereka gak ngitung,loss pandemi covid mereka bandingkan negara yg baik2 saja dgn negara yg di hantam covid..",0
"Apes bgt emng angkatan '19, masuk kuliah maba, pertengahan kuliah covid, waktu masuk offline lagi udah semester tua 😔",0
Jaman covid era dia live sejam lebih sambil mam 😔,0
Realisasikan konser yg batal gara2 covid lalu !!,0
kaget dikit ada tulisan ttg covid baru inget back door pas pandemi ya,0
covid... apa tu?,0
Mcm covid je?,0
"Situ yg ngeklaim malah nyuruh nyari sendiri, bener mmg pengecut.
Pas covid 19, ane malah santai aja tinggal pelajari, bikin solusi, dan hadapi.
Ywd sini dtngin kiamat skrg, belaga sok bilang ga sanggup eh ternyata malah kosong doang adanya",-1
"Nyari para alterian dari jaman sebelum covid, ada?",0
"Kader pekok,jaman SbY ada covid ga?",0
"Klo mau artikel lain cari sendiri dunk. Buktikan kebenarannya. Wah berani bener sebut Allah Pengecut? Dikasih covid 19 aja ketar ketir. Ada kebenaran dlm alqur'an yg belum terjadi, kiamat! Tp jgn minta sekarang ya. Ntr situ g sanggup menghadapinya",-1
"DODOL!!
2 Tahun pandemi covid kok di hitung.
""Orang terbodoh yang saya kenal adalah mereka yang merasa paling tahu semuanya."" - Malcolm Forbes",-1
Smoga gak ada wapres atau menteri yg mengajukan perpanjangan masa jabatan dgn alasan pandemi covid dsb.,0
"Sekali2 coba balik jaman awal covid, nyalahin kapitalism. Wkwk",-1
"Saat itu syarat untuk mendaki gunung termasuk banyak dan sulit, lantaran banyak peraturan yang menyesuaikan keadaan covid 19. Terlebih 2020 sedang gencar-gencarnya PSBB. Tidak jarang untuk dapat mendaki gunung ada para pendaki yang melanggar syarat alias ilegal.",-1
"Dalam sektor wisata pun tidak luput dari keketatan peraturan saat pandemi Covid 19. 
Pertengahan tahun 2020, tepatnya akhir bulan juli. Iyan dengan adik sepupunya yakni Fahmi serta 3 rekan kerjanya Fadli, Dimas dan Boby berniat mendaki gunung Pangrango.",0
jaman covid ko malah mabar bg,0
"Datangkan argentina habis 64M, wah duit siapa nih. Real madrid gagal ke Indonesia krn covid 19,eropa lg merebak omicron, tapi buzzer bungul pura-pura bego. Anies kepedulian pd bola nyata, dia bangun JIS, 5 LAPANGAN BOLA STANDAR FIFA GRATIS.",-1
"liat liat foto lama jadi pen sekolah lagi anjj, lulus juga gara"" covid doang",0
"""Cuci tangan dan tutup mulut"" sangat efektif mencegah terpaparnya covid..",0
"Justru Jabar kudu dibereskeun deui soalna kamari pembangunan seeur nu pending peudah covid tea ningan, lebar bisi jiga jqr program alus teu diteruskeun ku Gubernur selanjutna",0
ngakakakak ini pas jaman² covid sih ya emg lg seger²nya badan w,0
"msuk mall msuk bank dll msih wajib masker kcuali ruangan terbuka, + covid msih ada cuma gada yg angkat berita, mlh disambat kda suah baca berita jar akunya, fakta lapangan nih cil",0
"unbelievable, but yeah
akhirnya bisa ketemu ruby, salah satu tmn online dari zaman covid yg bisa bawa ak ikutan gabung ke grup telegramnya dia buat nemenin masa2 kelam covid",0
Gak pernah kena covid tapi udah 2 kali gerd kambuh wtb lambung bnib,0
Foto pertama yg di bwah masih covid kah? Jaga jarak 😭🔫,0
"gw 2019-2022 kemarin, covid malah jenuh bgt",-1
"Rumah sakit dan laboratorium covid yg berhasil dibangun sangat mewah dan megah,,matamu picek bong",-1
Dulu sebelum covid selalu masuk Sephora.... Now member kekok sia.....,0
"Problematika kebanyakan alumni WJC 2019, terhalang covid jadi terhambat buat naik. Di WS sendiri kayaknya baru Jiw (Lalinrat) yg masuk papan tengah. Itupun karena udah sempet icip main di senior pas usianya masih U-19. Gunji terakhir malah cedera 🥲",0
"Krisis covid tu bener"" parah, sampe hampir semua kebijakan publik dirombak, khususnya tetang ekonomi",0
"Ya baiklah,kalo sakit ya dirumah sakit bukan di hotel, emang lagi isolasi (covid) hehehe",0
"Hoax covid ini gila bgt, dulu hampir tiap hari berantem, diliatin orang cuma gegara masker, tiap keluar masuk kotak lip, disemprot terus pakai disinfektan harum, dikira gw kecoak, pada bego bgt orang-orang 🤣",-1
Anies banyak menerima pujian atas sikapnya yg proaktif dalam menangani covid Jakarta,0
Dr esfj ke isfp bener2 covid mengubah lisa banyak 😆,0
"apakah covid antara hasil dr perbuatan serupa ?
Moga dbwh lbh teliti dan tidak ""mnyerang"" rakyat sesuka hati sbagaimana dan dulu yea..
Benar , semua Dr cerdik tp x semua org cerdik jd Dr.",-1
Akhirnya sarjana covid punya foto pake toga depan rektorat wkwk,0
